trans_id,promotion_type,promotion_id,promotion_code,promotion_name,campaign_period_start,campaign_period_end,promotion_create_date,promotion_update_date,conditions,condition_headline_level_1,condition_headline_level_2,short_description,condition_no,condition_criteria,tier_spending_condition,condition_building,main_reward_type,main_reward_value,main_reward_usage_condition,included_list_category_code,include_list_category_name,included_list_brand_code,include_list_brand_name,include_list_tenant_id,include_list_tenant_name,excluded_list_category_code,exclude_list_category_name,excluded_list_brand_code,exclude_list_brand_name,exclude_list_tenant_id,exclude_list_tenant_name,category_criteria_created_date,category_criteria_updated_date,terms_and_conditions,artwork/key_visual,customer_artwork,headline_level_1,multiple_promotion_eligibility_(extra_flag)
67849a85896f2591ddc30b98_67ada837c669753d7ba3886d,Bank,67849a85896f2591ddc30b98,CMP-25-00043,SPD_TTB_Credit Card Days_Mar'25,2025-03-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-13 11:45:57.931 +0700,2025-04-07 00:15:45.794 +0700,"SPD_TTB_ช็อป 30,000.- รับ GC 500.- / 100,000.- รับ GC 1,800.- / 300,000.- รับ GC 6,000.-",,,,67ada837c669753d7ba3886d,"SPD_TTB_ช็อป 30,000.- รับ GC 500.- / 100,000.- รับ GC 1,800.- / 300,000.- รับ GC 6,000.-",30000,SPD,PHYSICAL_GIFT_CARD,500,,,,,,,,,,,,,,,,,,,,TRUE
67bc378f77d2ab4b6917dc3b_67bc378f77d2ab4b6917dc40,DigitalMall,67bc378f77d2ab4b6917dc3b,CMP-25-00201,LUXURY CHAT & SHOP MARCH,2025-03-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-02-24 16:10:39.394 +0700,2025-04-07 00:15:46.416 +0700,"o	เมื่อมียอดใช้จ่าย ครบ 300,000 บาท / ใบเสร็จ ผ่าน Luxury Chat & Shop  รับ SIAM E-GIFT CARD มูลค่า 8,000 บาท
*Siam E-Gift Card ใช้ซื้อสินค้ามูลค่า 16,000 บาทขึ้นไปกับร้านค้าที่ร่วมรายการ จำกัด 2 สิทธิ์ / ท่านตลอดรายการ, รวม 100 รางวัลตลอดรายการ
*Siam E-Gift Card หมดอายุวันที่ 30 มิถุนายน 2568

รายชื่อร้าน LUXURY ที่ร่วมรายการบนบริการ LUXURY Chat & Shop:
Alexander McQueen / Balenciaga / Boss / Bottega Veneta / Boyy / Burberry / Bvlgari / Cartier / Celine / Chopard / Dior / Dolce & Gabbana / Fendi / Ferragamo / Gucci / Jimmy Choo / Loewe / Longchamp / MIU MIU / Panerai / Prada / Sandro / Saint Laurent / Tiffany & Co. / Van Cleef & Arpels / Versace",,,,67bc378f77d2ab4b6917dc40,"o	เมื่อมียอดใช้จ่าย ครบ 300,000 บาท / ใบเสร็จ ผ่าน Luxury Chat & Shop  รับ SIAM E-GIFT CARD มูลค่า 8,000 บาท
*Siam E-Gift Card ใช้ซื้อสินค้ามูลค่า 16,000 บาทขึ้นไปกับร้านค้าที่ร่วมรายการ จำกัด 2 สิทธิ์ / ท่านตลอดรายการ, รวม 100 รางวัลตลอดรายการ
*Siam E-Gift Card หมดอายุวันที่ 30 มิถุนายน 2568

รายชื่อร้าน LUXURY ที่ร่วมรายการบนบริการ LUXURY Chat & Shop:
Alexander McQueen / Balenciaga / Boss / Bottega Veneta / Boyy / Burberry / Bvlgari / Cartier / Celine / Chopard / Dior / Dolce & Gabbana / Fendi / Ferragamo / Gucci / Jimmy Choo / Loewe / Longchamp / MIU MIU / Panerai / Prada / Sandro / Saint Laurent / Tiffany & Co. / Van Cleef & Arpels / Versace",150000,"SPD,ICON",E_GIFT_CARD,8000,,,,,,,,,,,,,,,,,,,,TRUE
67849b29c669753d7b7080a6_67bd6d6b77d2ab4b69243845,Bank,67849b29c669753d7b7080a6,CMP-25-00045,ICON_TTB_Credit Card Days_Mar'25,2025-03-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-13 11:48:41.554 +0700,2025-04-07 00:15:45.794 +0700,"ICON ICS_TTB_ช็อป 30,000.- รับ GC 500.- / 100,000.- รับ GC 1,800.- / 300,000.- รับ GC 6,000.-",,,,67bd6d6b77d2ab4b69243845,"ICON ICS_TTB_ช็อป 30,000.- รับ GC 500.- / 100,000.- รับ GC 1,800.- / 300,000.- รับ GC 6,000.-",30000,"ICON,ICS",PHYSICAL_GIFT_CARD,500,,,,,,,,,,,,,,,,,,,,TRUE
67849a85896f2591ddc30b98_67bd66ee77d2ab4b69240d12,Bank,67849a85896f2591ddc30b98,CMP-25-00043,SPD_TTB_Credit Card Days_Mar'25,2025-03-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-13 11:45:57.931 +0700,2025-04-07 00:15:45.794 +0700,"SPD_TTB_ช็อป 30,000.- รับ GC 500.- / 100,000.- รับ GC 1,800.- / 300,000.- รับ GC 6,000.-",,,,67bd66ee77d2ab4b69240d12,"SPD_TTB_ช็อป 30,000.- รับ GC 500.- / 100,000.- รับ GC 1,800.- / 300,000.- รับ GC 6,000.-",100000,SPD,PHYSICAL_GIFT_CARD,1800,,,,,,,,,,,,,,,,,,,,TRUE
67a9fb71896f2591ddcba5de_67b7eff7b351eae5d51f238a,Corporate,67a9fb71896f2591ddcba5de,CMP-25-00145,SD_Style Unbound_24 Feb - 31 Mar 25 ,2025-02-24 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-02-10 20:13:21.958 +0700,2025-04-07 00:15:45.794 +0700,"SD_Style Unbound_ลูกค้าทั่วไปช้อป 4,000 บาทขึ้นไป  และ สำหรับสมาชิก ONESIAM ที่มี ONESIAM SUPERAPP ช้อป 3,000 บาทขึ้นไป        ",,,,67b7eff7b351eae5d51f238a,"SD_Style Unbound_ลูกค้าทั่วไปช้อป 4,000 บาทขึ้นไป  และ สำหรับสมาชิก ONESIAM ที่มี ONESIAM SUPERAPP ช้อป 3,000 บาทขึ้นไป        ",4000,SD,PHYSICAL_GIFT_CARD,100,,,,,,,,,,,,,,,,,,,,FALSE
67b6e52677d2ab4b69d10c73_67b6e52677d2ab4b69d10c75,Corporate,67b6e52677d2ab4b69d10c73,CMP-25-00194,ICONSIAM Luxury Fashion Trend SS25,2025-03-04 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-02-20 15:17:42.642 +0700,2025-04-07 00:15:45.794 +0700,"เมื่อช้อปครบ 40,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ Siam Gift Card 5,000 บาท
เพื่อใช้ซื้อสินค้าทีมีมูลค่า 10,000 บาท ขึ้นไปกับร้านค้าที่ร่วมรายการในไอคอนสยาม
แบ่งแจกสัปดาห์ละ 80 รางวัล จำกัด 320 รางวัล ตลอดรายการ จำกัด รับ 1 สิทธิ์/ 1ท่าน/ ตลอดรายการ
Siam Gift Card หมดอายุวันที่ 15 พฤษภาคม 2568 
สัปดาห์ที่ 4 : วันอังคารที่ 25 มีนาคม – วันจันทร์ที่ 31 มีนาคม 2568
เมื่อช้อปครบ 40,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ Siam Gift Card 5,000 บาท
เพื่อใช้ซื้อสินค้าทีมีมูลค่า 10,000 บาท ขึ้นไปกับร้านค้าที่ร่วมรายการในไอคอนสยาม
จำนวน 82 รางวัล จำกัด รับ 1 สิทธิ์/ 1ท่าน/ ตลอดรายการ",,,,67b6e52677d2ab4b69d10c75,"เมื่อช้อปครบ 40,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ Siam Gift Card 5,000 บาท
เพื่อใช้ซื้อสินค้าทีมีมูลค่า 10,000 บาท ขึ้นไปกับร้านค้าที่ร่วมรายการในไอคอนสยาม
แบ่งแจกสัปดาห์ละ 80 รางวัล จำกัด 320 รางวัล ตลอดรายการ จำกัด รับ 1 สิทธิ์/ 1ท่าน/ ตลอดรายการ
Siam Gift Card หมดอายุวันที่ 15 พฤษภาคม 2568 
สัปดาห์ที่ 4 : วันอังคารที่ 25 มีนาคม – วันจันทร์ที่ 31 มีนาคม 2568
เมื่อช้อปครบ 40,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ Siam Gift Card 5,000 บาท
เพื่อใช้ซื้อสินค้าทีมีมูลค่า 10,000 บาท ขึ้นไปกับร้านค้าที่ร่วมรายการในไอคอนสยาม
จำนวน 82 รางวัล จำกัด รับ 1 สิทธิ์/ 1ท่าน/ ตลอดรายการ",40000,ICON,PHYSICAL_GIFT_CARD,5000,,,,,,,,,,,,,,,,,,,,FALSE
679b4b42c669753d7bc3709c_679b4b42c669753d7bc370a4,Bank,679b4b42c669753d7bc3709c,CMP-25-00117,ICON ICS_UOB_Credit Card Days_Mar,2025-03-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-30 16:49:54.076 +0700,2025-04-07 00:15:36.519 +0700,ICON ICS_แลกรับเครดิตเงินคืน 10% บัตรเครดิตยูโอบี ประเภทอื่นๆ,,,,679b4b42c669753d7bc370a4,ICON ICS_แลกรับเครดิตเงินคืน 10% บัตรเครดิตยูโอบี ประเภทอื่นๆ,1,"ICON,ICS",BANK_PARTNER,0,,,,,,,,,,,,,,,,,,,,TRUE
679b0506c669753d7bbaa9e3_679b1e80c669753d7bbc8687,Mall/VIZ/Platinum,679b0506c669753d7bbaa9e3,CMP-25-00110,ICS - PROMOTION AMAZING SIAM GRAND CELEBRATION 2025,2025-02-14 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-30 11:50:14.031 +0700,2025-04-07 00:15:45.794 +0700,"ซื้อสินค้า และบริการภายในไอซีเอส ครบตามยอดที่กำหนด แลกรับของรางวัล
1. ช็อปครบ 1,200 บาทขึ้นไป แลกรับ Cash Coupon Lotus’s Prive มูลค่า 100.- 
(จำกัด 1,500 รางวัล ตลอดรายการ)

2. ช็อปครบ 5,000 บาทขึ้นไป แลกรับ Siam Gift Card มูลค่า 300.-
(จำกัด1,200 รางวัล ตลอดรายการ)

(จำกัด 1 สิทธิ์/ท่าน/รวมทุกขั้นการซื้อ/วัน)",,,,679b1e80c669753d7bbc8687,"ซื้อสินค้า และบริการภายในไอซีเอส ครบตามยอดที่กำหนด แลกรับของรางวัล
1. ช็อปครบ 1,200 บาทขึ้นไป แลกรับ Cash Coupon Lotus’s Prive มูลค่า 100.- 
(จำกัด 1,500 รางวัล ตลอดรายการ)

2. ช็อปครบ 5,000 บาทขึ้นไป แลกรับ Siam Gift Card มูลค่า 300.-
(จำกัด1,200 รางวัล ตลอดรายการ)

(จำกัด 1 สิทธิ์/ท่าน/รวมทุกขั้นการซื้อ/วัน)",,,,,,,,,,,,,,,,,,,,,,,,FALSE
67c6a4ee77d2ab4b69b1014f_67c6a4ee77d2ab4b69b10151,ONESIAM,67c6a4ee77d2ab4b69b1014f,CMP-25-00241,"ICONSIAM/ICS - Exclusive for you (Mar - 1) : Shop THB10,000/receipt get E-Cash Coupon value 500 THB (5 - 31 Mar 25)",2025-03-05 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-03-04 13:59:58.612 +0700,2025-04-07 00:15:36.519 +0700,"ICONSIAM/ICS - Exclusive for you (Mar - 1) : Shop THB10,000/receipt get E-Cash Coupon value 500 THB (5 - 31 Mar 25)",,,,67c6a4ee77d2ab4b69b10151,"ICONSIAM/ICS - Exclusive for you (Mar - 1) : Shop THB10,000/receipt get E-Cash Coupon value 500 THB (5 - 31 Mar 25)",10000,"ICON,ICS",E_VOUCHER,500,,,,,,,,,,,,,,,,,,,,FALSE
67809d13c669753d7b339505_6780a14cc669753d7b33b0e2,Bank,67809d13c669753d7b339505,CMP-25-00030,SPD SC SD_CARDX SCB CNY 2025,2025-01-11 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-10 11:07:47.386 +0700,2025-04-07 00:15:36.519 +0700,"SC SD_CARDX SCB_เฉพาะศุกร์-เสาร์-อาทิตย์ ยอดใช้จ่าย /เซลล์สลิป : 5,000-9,999 บาท รับเครดิตเงินคืน 100 บาท : 10,000-29,999 บาท รับเครดิตเงินคืน 250 บาท : 30,000 บาท รับเครดิตเงินคืน 800 บาท",,,,6780a14cc669753d7b33b0e2,"SC SD_CARDX SCB_เฉพาะศุกร์-เสาร์-อาทิตย์ ยอดใช้จ่าย /เซลล์สลิป : 5,000-9,999 บาท รับเครดิตเงินคืน 100 บาท : 10,000-29,999 บาท รับเครดิตเงินคืน 250 บาท : 30,000 บาท รับเครดิตเงินคืน 800 บาท",5000,"SC,SD",BANK_PARTNER,100,,,,,,,,,,,,,,,,,,,,TRUE
67dd38f6b351eae5d51e1823_67dd38f6b351eae5d51e1827,Corporate,67dd38f6b351eae5d51e1823,CMP-25-00329,[PROMOTION] ICONSIAM SUMMER BREEZE (สินค้าหมวดแฟชั่น และบิวตี้),2025-03-27 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-03-21 17:01:26.087 +0700,2025-04-07 00:15:45.794 +0700,"1. รวบรวมใบเสร็จครบ 3,500 บาทขึ้นไป แลกรับ SIAM GIFT CARD มูลค่า 150 บาท (จำนวน 500 สิทธิ์)

2. รวบรวมใบเสร็จครบ 10,000 บาทขึ้นไป แลกรับ SIAM GIFT CARD มูลค่า 1,000 บาท (จำนวน 500 สิทธิ์)

จำกัดการรับ 2 สิทธิ์ / ท่าน / ตลอดรายการ",,,,67dd38f6b351eae5d51e1827,"1. รวบรวมใบเสร็จครบ 3,500 บาทขึ้นไป แลกรับ SIAM GIFT CARD มูลค่า 150 บาท (จำนวน 500 สิทธิ์)

2. รวบรวมใบเสร็จครบ 10,000 บาทขึ้นไป แลกรับ SIAM GIFT CARD มูลค่า 1,000 บาท (จำนวน 500 สิทธิ์)

จำกัดการรับ 2 สิทธิ์ / ท่าน / ตลอดรายการ",10000,ICON,PHYSICAL_GIFT_CARD,1000,,,,,,,,,,,,,,,,,,,,FALSE
67aac1c8896f2591ddcdaf10_67aadfb0896f2591ddcfc9ca,Corporate,67aac1c8896f2591ddcdaf10,CMP-25-00148,"SC,SD_INSPIRE YOU 20 – 31 MARCH 2025 ",2025-03-20 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-02-11 10:19:36.840 +0700,2025-04-07 00:15:45.794 +0700,"SC_INSPIRE YOU_ลูกค้าทั่วไปช้อป 14,000 บาทขึ้นไป  และ สำหรับสมาชิก ONESIAM ที่มี ONESIAM SUPERAPP ช้อป 12,000 บาทขึ้นไป  ",,,,67aadfb0896f2591ddcfc9ca,"SC_INSPIRE YOU_ลูกค้าทั่วไปช้อป 14,000 บาทขึ้นไป  และ สำหรับสมาชิก ONESIAM ที่มี ONESIAM SUPERAPP ช้อป 12,000 บาทขึ้นไป  ",12000,"SC,SD",PHYSICAL_GIFT_CARD,600,,,,,,,,,,,,,,,,,,,,FALSE
67a9df25c669753d7b7afece_67a9df25c669753d7b7afed0,Mall/VIZ/Platinum,67a9df25c669753d7b7afece,CMP-25-00143,ICS - PROMOTION AMAZING SIAM GRAND CELEBRATION 2025 (DINING),2025-02-14 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-02-10 18:12:37.299 +0700,2025-04-07 00:15:36.519 +0700,"แลกเฉพาะวันจันทร์ - วันศุกร์ เท่านั้น !! : รับประทานอาหาร หรือเครื่องดื่มภายในไอซีเอส ครบ 600 บาทขึ้นไป แลกรับ STARBUCKS CARD มูลค่า 100 บาท

(จำกัด 1 สิทธิ์/ท่าน/ขั้นการซื้อ/วัน, รวม 300 สิทธิ์ตลอดรายการ)",,,,67a9df25c669753d7b7afed0,"แลกเฉพาะวันจันทร์ - วันศุกร์ เท่านั้น !! : รับประทานอาหาร หรือเครื่องดื่มภายในไอซีเอส ครบ 600 บาทขึ้นไป แลกรับ STARBUCKS CARD มูลค่า 100 บาท

(จำกัด 1 สิทธิ์/ท่าน/ขั้นการซื้อ/วัน, รวม 300 สิทธิ์ตลอดรายการ)",600,ICS,VOUCHER_CODE,600,,,,,,,,,,,,,,,,,,,,FALSE
679b3c37c669753d7bc0a7c3_679b3ce9896f2591dd0f7cc7,Bank,679b3c37c669753d7bc0a7c3,CMP-25-00114,SPD SC SD_ICBC_Credit Card Days (1Feb'25-31Mar'25),2025-02-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-30 15:45:43.551 +0700,2025-04-07 00:15:36.519 +0700,"SPD_บัตรเครดิต ICBC สะสมเซลส์สลิป 20,000.- ต่อวัน รับกระเป๋า Elle มูลค่า 3,290.-",,,,679b3ce9896f2591dd0f7cc7,"SPD_บัตรเครดิต ICBC สะสมเซลส์สลิป 20,000.- ต่อวัน รับกระเป๋า Elle มูลค่า 3,290.-",20000,SPD,BANK_PARTNER,0,,,,,,,,,,,,,,,,,,,,TRUE
678626e0896f2591ddd34b5b_678628f1896f2591ddd40fd3,Mall/VIZ/Platinum,678626e0896f2591ddd34b5b,CMP-25-00052,SC_Moment of fashion_1 Feb - 31 March 25  ,2025-02-01 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-14 15:57:04.539 +0700,2025-04-07 00:15:45.794 +0700,"SC_Moment of fashion_ช้อป 3,000 บาทขั้นไป รับบัตร GC 100 บาท (ใช้ขั้นต่ำ 300 บาทที่ SC,SD เท่านั้น) ",,,,678628f1896f2591ddd40fd3,"SC_Moment of fashion_ช้อป 3,000 บาทขั้นไป รับบัตร GC 100 บาท (ใช้ขั้นต่ำ 300 บาทที่ SC,SD เท่านั้น) ",3000,SC,PHYSICAL_GIFT_CARD,100,,,,,,,,,,,,,,,,,,,,FALSE
67a9fb71896f2591ddcba5de_67a9fc56896f2591ddcbab55,Corporate,67a9fb71896f2591ddcba5de,CMP-25-00145,SD_Style Unbound_24 Feb - 31 Mar 25 ,2025-02-24 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-02-10 20:13:21.958 +0700,2025-04-07 00:15:45.794 +0700,"SD_Fashion Lover_ลูกค้าทั่วไปช้อป 4,000 บาทขึ้นไป  และ สำหรับสมาชิก ONESIAM ที่มี ONESIAM SUPERAPP ช้อป 3,000 บาทขึ้นไป        ",,,,67a9fc56896f2591ddcbab55,"SD_Fashion Lover_ลูกค้าทั่วไปช้อป 4,000 บาทขึ้นไป  และ สำหรับสมาชิก ONESIAM ที่มี ONESIAM SUPERAPP ช้อป 3,000 บาทขึ้นไป        ",4000,SD,PHYSICAL_GIFT_CARD,100,,,,,,,,,,,,,,,,,,,,FALSE
67e2276677d2ab4b69241ee0_67e4cc4577d2ab4b693e3f82,DigitalMall,67e2276677d2ab4b69241ee0,CMP-25-00333,LUXURY CHAT & SHOP Glimmer Night,2025-03-28 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-03-25 10:47:50.563 +0700,2025-04-07 00:15:46.416 +0700,"•	โปรโมชั่น LUXURY CHAT & SHOP WORLD FASHION APRIL เฉพาะยอดซื้อสินค้าประเภทลักชัวรี่ที่ร่วมรายการ ในบริการ LUXURY Chat & Shop ที่เลือกจัดส่ง (Delivery) เท่านั้น โดยต้องเป็นยอดซื้อในวันที่ 28 มีนาคม ช่วงเวลา 18:00 – 22:00 น. เท่านั้น
Tier 1: เมื่อช้อปครบ 40,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ SIAM E-GIFT CARD  4,000 บาท จำนวน 1 ใบ ใช้ซื้อสินค้ามูลค่า 5,000 บาทขึ้นไปกับร้านค้าที่ร่วมรับ SIAM E-GIFT CARD ที่ สยามพารากอน, สยามเซ็นเตอร์, สยามดิสคัฟเวอรี่ และ ไอคอนสยาม รวมจำนวน 10 รางวัลตลอดรายการ
Tier 2: เมื่อช้อปครบ 140,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ SIAM E-GIFT CARD  6,000 บาท จำนวน 1 ใบ ใช้ซื้อสินค้ามูลค่า 16,000 บาทขึ้นไปกับร้านค้าที่ร่วมรับ SIAM E-GIFT CARD ที่ สยามพารากอน, สยามเซ็นเตอร์, สยามดิสคัฟเวอรี่ และ ไอคอนสยาม รวมจำนวน 10 รางวัลตลอดรายการ
Tier 3: เมื่อช้อปครบ 1,400,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ SIAM E-GIFT CARD  20,000 บาท จำนวน 1 ใบ ใช้ซื้อสินค้ามูลค่า 20,000 บาทขึ้นไปกับร้านค้าที่ร่วมรับ SIAM E-GIFT CARD ที่ สยามพารากอน, สยามเซ็นเตอร์, สยามดิสคัฟเวอรี่ และ ไอคอนสยาม รวมจำนวน 5 รางวัลตลอดรายการ
จำกัด 2 สิทธิ์ /  ท่าน / ตลอดรายการ รวม 3 เทียร์
•	ลูกค้าจะได้รับ SIAM E-GIFT CARD จากแคมเปญ LUXURY CHAT & SHOP APRIL ตามเงื่อนไข เพิ่มเข้าบัญชีของลูกค้า หลังจากชำระเงินสำเร็จภายใน 24 ชม.

รายชื่อร้าน LUXURY ที่ร่วมรายการบนบริการ LUXURY Chat & Shop:  Alexander McQueen / Balenciaga / Boss / Bottega Veneta /  Boyy / Burberry / Bvlgari / Cartier / Celine / Chopard / Dior / Dolce & Gabbana / Fendi / Ferragamo / Gucci / Jimmy Choo / Loewe / Longchamp / MIU MIU / Panerai / Prada / Sandro / Saint Laurent / Tiffany & Co. / Van Cleef & Arpels / Versace",,,,67e4cc4577d2ab4b693e3f82,"•	โปรโมชั่น LUXURY CHAT & SHOP WORLD FASHION APRIL เฉพาะยอดซื้อสินค้าประเภทลักชัวรี่ที่ร่วมรายการ ในบริการ LUXURY Chat & Shop ที่เลือกจัดส่ง (Delivery) เท่านั้น โดยต้องเป็นยอดซื้อในวันที่ 28 มีนาคม ช่วงเวลา 18:00 – 22:00 น. เท่านั้น
Tier 1: เมื่อช้อปครบ 40,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ SIAM E-GIFT CARD  4,000 บาท จำนวน 1 ใบ ใช้ซื้อสินค้ามูลค่า 5,000 บาทขึ้นไปกับร้านค้าที่ร่วมรับ SIAM E-GIFT CARD ที่ สยามพารากอน, สยามเซ็นเตอร์, สยามดิสคัฟเวอรี่ และ ไอคอนสยาม รวมจำนวน 10 รางวัลตลอดรายการ
Tier 2: เมื่อช้อปครบ 140,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ SIAM E-GIFT CARD  6,000 บาท จำนวน 1 ใบ ใช้ซื้อสินค้ามูลค่า 16,000 บาทขึ้นไปกับร้านค้าที่ร่วมรับ SIAM E-GIFT CARD ที่ สยามพารากอน, สยามเซ็นเตอร์, สยามดิสคัฟเวอรี่ และ ไอคอนสยาม รวมจำนวน 10 รางวัลตลอดรายการ
Tier 3: เมื่อช้อปครบ 1,400,000 บาทขึ้นไป / ใบเสร็จ จากร้านค้าในหมวดลักชูรี่แฟชั่น รับ SIAM E-GIFT CARD  20,000 บาท จำนวน 1 ใบ ใช้ซื้อสินค้ามูลค่า 20,000 บาทขึ้นไปกับร้านค้าที่ร่วมรับ SIAM E-GIFT CARD ที่ สยามพารากอน, สยามเซ็นเตอร์, สยามดิสคัฟเวอรี่ และ ไอคอนสยาม รวมจำนวน 5 รางวัลตลอดรายการ
จำกัด 2 สิทธิ์ /  ท่าน / ตลอดรายการ รวม 3 เทียร์
•	ลูกค้าจะได้รับ SIAM E-GIFT CARD จากแคมเปญ LUXURY CHAT & SHOP APRIL ตามเงื่อนไข เพิ่มเข้าบัญชีของลูกค้า หลังจากชำระเงินสำเร็จภายใน 24 ชม.

รายชื่อร้าน LUXURY ที่ร่วมรายการบนบริการ LUXURY Chat & Shop:  Alexander McQueen / Balenciaga / Boss / Bottega Veneta /  Boyy / Burberry / Bvlgari / Cartier / Celine / Chopard / Dior / Dolce & Gabbana / Fendi / Ferragamo / Gucci / Jimmy Choo / Loewe / Longchamp / MIU MIU / Panerai / Prada / Sandro / Saint Laurent / Tiffany & Co. / Van Cleef & Arpels / Versace",1400000,"SPD,ICON",E_GIFT_CARD,20000,,,,,,,,,,,,,,,,,,,,FALSE
67da484fb351eae5d5f0d9ff_67da494fb351eae5d5f0ef2c,Corporate,67da484fb351eae5d5f0d9ff,CMP-25-00305,"SC,SD_THE SUMMERSIVE GLIMMER NIGHT_29-31 March 2025 ",2025-03-28 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-03-19 11:30:07.447 +0700,2025-04-07 00:15:45.794 +0700,"SC,SD THE SUMMERSIVE GLIMMER NIGHT_ ช็อป 4,000 บาทขึ้นไป รับ GC 100 บาท ",,,,67da494fb351eae5d5f0ef2c,"SC,SD THE SUMMERSIVE GLIMMER NIGHT_ ช็อป 4,000 บาทขึ้นไป รับ GC 100 บาท ",4000,"SC,SD",PHYSICAL_GIFT_CARD,100,,,,,,,,,,,,,,,,,,,,FALSE
67c5677177d2ab4b69a49229_67c5677177d2ab4b69a4922b,ONESIAM,67c5677177d2ab4b69a49229,CMP-25-00237,"SIAM PARAGON, SIAM CENTER, SIAM DISCOVERY - Exclusive for you (Mar - S) : Shop THB10,000/receipt get E-Cash Coupon value 500 THB (5 - 31 Mar 25)",2025-03-05 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-03-03 15:25:21.819 +0700,2025-04-07 00:15:36.519 +0700,"SIAM PARAGON, SIAM CENTER, SIAM DISCOVERY - Exclusive for you (Mar - S) : Shop THB10,000/receipt get E-Cash Coupon value 500 THB (5 - 31 Mar 25)",,,,67c5677177d2ab4b69a4922b,"SIAM PARAGON, SIAM CENTER, SIAM DISCOVERY - Exclusive for you (Mar - S) : Shop THB10,000/receipt get E-Cash Coupon value 500 THB (5 - 31 Mar 25)",10000,"SC,SD,SPD",E_VOUCHER,500,,,,,,,,,,,,,,,,,,,,TRUE
6780a170c669753d7b33b38a_6780a170c669753d7b33b38c,Bank,6780a170c669753d7b33b38a,CMP-25-00031,ICON ICS_CARDX SCB CNY 2025,2025-01-11 00:00:00.000 +0700,2025-03-31 23:59:59.999 +0700,2025-01-10 11:26:24.973 +0700,2025-04-07 00:15:36.519 +0700,"ICON ICS_CARDX SCB_เฉพาะศุกร์-เสาร์-อาทิตย์ ยอดใช้จ่าย /เซลล์สลิป : 50,000-99,999 บาท รับเครดิตเงินคืน 800 บาท : 100,000 บาท รับเครดิตเงินคืน 2,025 บาท ",,,,6780a170c669753d7b33b38c,"ICON ICS_CARDX SCB_เฉพาะศุกร์-เสาร์-อาทิตย์ ยอดใช้จ่าย /เซลล์สลิป : 50,000-99,999 บาท รับเครดิตเงินคืน 800 บาท : 100,000 บาท รับเครดิตเงินคืน 2,025 บาท ",50000,"ICON,ICS",BANK_PARTNER,800,,,,,,,,,,,,,,,,,,,,TRUE
